ID,Income,Kids,Teens,Age,Divorced,Married,Single,Together,Widow,Basic,Graduate,Master,PhD,State,Marital Status ,Consolidated Educational Level,
1476,176005,0,0,65,0,0,0,1,0,0,1,0,0,State-Florida,Together,Graduate,
1189,175922,0,0,52,0,0,1,0,0,0,1,0,0,State-Illinois,Single,Graduate,
2909,175903,0,1,69,0,1,0,0,0,0,1,0,0,State-California,Married,Graduate,
1399,175865,0,0,77,0,1,0,0,0,0,0,0,1,State-Illinois,Married,PhD,
1072,175825,0,0,44,0,0,1,0,0,0,1,0,0,State-Other,Single,Graduate,
2565,175794,0,0,33,0,1,0,0,0,0,1,0,0,State-Texas,Married,Graduate,
1056,175777,0,0,38,0,0,1,0,0,0,0,1,0,State-Florida,Single,Master,
3189,175777,0,0,38,0,0,1,0,0,0,0,1,0,State-Texas,Single,Master,
2620,175774,1,0,39,0,0,0,1,0,0,0,0,0,State-Other,Together,Unknown,
2774,175774,1,0,39,0,0,0,1,0,0,0,0,0,State-New York,Together,Unknown,
1968,175759,0,0,51,0,1,0,0,0,0,1,0,0,State-Florida,Married,Graduate,
1241,175702,1,1,53,0,0,0,1,0,0,1,0,0,State-California,Together,Graduate,
2776,175702,0,1,46,0,0,0,1,0,0,1,0,0,State-Other,Together,Graduate,
1321,175693,0,0,52,1,0,0,0,0,0,1,0,0,State-Illinois,Divorced,Graduate,
1735,175507,0,0,41,0,0,0,1,0,0,1,0,0,State-Illinois,Together,Graduate,
2365,175507,0,0,41,0,0,0,1,0,0,1,0,0,State-Illinois,Together,Graduate,
2460,175484,0,1,44,0,0,0,1,0,0,0,0,0,State-Florida,Together,Unknown,
1977,175437,0,0,42,0,0,0,1,0,0,1,0,0,State-Texas,Together,Graduate,
1411,175433,1,0,31,0,1,0,0,0,0,1,0,0,State-Illinois,Married,Graduate,
2065,175345,0,0,50,0,0,1,0,0,0,0,1,0,State-Illinois,Single,Master,
2709,175342,0,1,62,0,0,1,0,0,0,0,0,0,State-Texas,Single,Unknown,
3011,175330,1,1,43,0,1,0,0,0,0,1,0,0,State-California,Married,Graduate,
2543,175315,0,1,66,0,0,0,1,0,0,1,0,0,State-California,Together,Graduate,
2545,175283,1,2,63,0,1,0,0,0,0,0,0,1,State-Illinois,Married,PhD,
1273,175278,0,0,68,0,0,0,1,0,0,1,0,0,State-Illinois,Together,Graduate,
1385,175276,0,0,55,0,0,0,1,0,0,1,0,0,State-California,Together,Graduate,
1450,175261,0,0,65,0,0,0,1,0,0,0,0,1,State-Other,Together,PhD,
1071,175251,0,0,48,0,1,0,0,0,0,0,1,0,State-Texas,Married,Master,
1417,175236,0,1,56,0,1,0,0,0,0,1,0,0,State-Illinois,Married,Graduate,
2345,175154,0,1,62,0,0,1,0,0,0,0,1,0,State-California,Single,Master,
1745,175127,0,0,68,0,0,1,0,0,0,1,0,0,State-California,Single,Graduate,
1915,175127,0,0,68,0,0,1,0,0,0,1,0,0,State-Illinois,Single,Graduate,
1892,175114,0,0,28,0,0,0,1,0,0,1,0,0,State-New York,Together,Graduate,
1398,175072,0,1,58,0,0,0,1,0,0,1,0,0,State-Florida,Together,Graduate,
2206,175032,0,1,61,0,1,0,0,0,0,0,0,1,State-Other,Married,PhD,
1234,175027,0,1,67,0,1,0,0,0,0,1,0,0,State-Other,Married,Graduate,
1708,175012,0,0,44,1,0,0,0,0,0,0,1,0,State-Other,Divorced,Master,
1747,174985,0,0,43,0,1,0,0,0,0,1,0,0,State-Illinois,Married,Graduate,
2194,174918,0,0,51,0,0,0,1,0,0,1,0,0,State-Other,Together,Graduate,
2517,174881,1,1,59,0,0,0,1,0,0,0,1,0,State-Texas,Together,Master,
2703,174881,1,1,59,0,0,0,1,0,0,0,1,0,State-Texas,Together,Master,
3131,174859,0,0,71,0,0,0,0,1,0,0,0,0,State-California,Widowed,Unknown,
1065,174854,1,2,50,0,0,0,1,0,0,1,0,0,State-Texas,Together,Graduate,
1701,174806,0,1,55,0,1,0,0,0,0,0,1,0,State-Texas,Married,Master,
2293,174805,0,1,65,0,0,0,1,0,0,0,0,0,State-Illinois,Together,Unknown,
2234,174716,0,1,48,0,1,0,0,0,0,1,0,0,State-New York,Married,Graduate,
1900,174637,0,0,66,0,0,1,0,0,0,0,0,1,State-Other,Single,PhD,
2011,174538,0,0,49,0,0,0,1,0,0,1,0,0,State-Illinois,Together,Graduate,
2940,174485,0,0,73,0,0,0,1,0,0,1,0,0,State-Florida,Together,Graduate,
1376,174293,0,0,27,0,0,1,0,0,0,1,0,0,State-New York,Single,Graduate,
1909,174293,0,0,27,0,0,1,0,0,0,1,0,0,State-Illinois,Single,Graduate,
2830,174290,0,1,49,1,0,0,0,0,0,0,1,0,State-Other,Divorced,Master,
2567,174268,0,0,65,0,1,0,0,0,0,1,0,0,State-California,Married,Graduate,
1758,174250,0,0,62,0,0,0,1,0,0,0,0,1,State-Florida,Together,PhD,
2153,174214,0,0,30,0,1,0,0,0,0,0,0,1,State-California,Married,PhD,
2238,174190,0,1,45,0,1,0,0,0,0,1,0,0,State-Florida,Married,Graduate,
1153,174165,0,0,45,1,0,0,0,0,0,0,0,1,State-Illinois,Divorced,PhD,
1908,174116,0,0,38,0,0,1,0,0,0,0,0,0,State-Florida,Single,Unknown,
1177,174068,0,0,44,0,1,0,0,0,0,1,0,0,State-Illinois,Married,Graduate,
2504,174004,0,0,33,0,0,1,0,0,0,0,0,1,State-New York,Single,PhD,
1779,173926,0,0,47,0,0,0,1,0,0,1,0,0,State-Texas,Together,Graduate,
2428,173892,0,0,67,0,0,1,0,0,0,1,0,0,State-Other,Single,Graduate,
3171,173807,0,1,42,0,1,0,0,0,0,1,0,0,State-Texas,Married,Graduate,
3162,173803,0,1,63,0,1,0,0,0,0,1,0,0,State-Florida,Married,Graduate,
2674,173705,0,2,69,0,0,0,0,1,0,0,1,0,State-Other,Widowed,Master,
1622,173691,0,1,49,0,1,0,0,0,0,1,0,0,State-New York,Married,Graduate,
1230,173687,0,0,30,0,1,0,0,0,0,1,0,0,State-Florida,Married,Graduate,
2488,173538,0,1,55,0,1,0,0,0,0,1,0,0,State-Other,Married,Graduate,
1227,173455,0,0,52,0,0,0,0,1,0,1,0,0,State-Texas,Widowed,Graduate,
1505,173454,0,0,33,0,0,1,0,0,0,0,1,0,State-California,Single,Master,
2243,173450,0,0,38,0,0,0,1,0,0,0,1,0,State-California,Together,Master,
1123,173448,0,0,51,0,1,0,0,0,0,1,0,0,State-Illinois,Married,Graduate,
2877,173395,0,0,33,0,1,0,0,0,0,0,1,0,State-Texas,Married,Master,
2915,173356,0,0,36,0,1,0,0,0,0,0,0,1,State-California,Married,PhD,
1793,173170,0,0,45,0,0,1,0,0,0,1,0,0,State-California,Single,Graduate,
1897,173113,0,0,60,0,0,0,1,0,0,0,1,0,State-Illinois,Together,Master,
1640,173059,0,1,73,0,0,0,1,0,0,0,0,1,State-New York,Together,PhD,
2606,173059,0,1,73,0,0,0,1,0,0,0,0,1,State-New York,Together,PhD,
2965,172968,0,0,57,1,0,0,0,0,0,0,0,1,State-Illinois,Divorced,PhD,
3076,172967,0,1,50,1,0,0,0,0,0,1,0,0,State-Other,Divorced,Graduate,
1255,172940,0,0,50,0,1,0,0,0,0,1,0,0,State-Illinois,Married,Graduate,
1586,172906,0,0,65,0,0,1,0,0,0,1,0,0,State-New York,Single,Graduate,
2852,172905,0,0,62,0,1,0,0,0,0,1,0,0,State-New York,Married,Graduate,
2115,172903,0,0,35,0,0,1,0,0,0,1,0,0,State-Texas,Single,Graduate,
2305,172828,0,1,58,0,1,0,0,0,0,0,1,0,State-Illinois,Married,Master,
1515,172679,0,1,51,0,0,1,0,0,0,1,0,0,State-Texas,Single,Graduate,
2943,172643,0,0,71,0,0,0,0,1,0,1,0,0,State-Texas,Widowed,Graduate,
1607,172635,0,0,65,0,1,0,0,0,0,0,0,0,State-California,Married,Unknown,
2648,172635,0,0,65,0,1,0,0,0,0,0,0,0,State-New York,Married,Unknown,
2918,172570,0,0,36,0,1,0,0,0,0,1,0,0,State-New York,Married,Graduate,
1046,172550,1,1,66,0,1,0,0,0,0,0,0,1,State-New York,Married,PhD,
1790,172504,0,1,48,0,0,1,0,0,0,1,0,0,State-New York,Single,Graduate,
1209,172460,0,0,51,0,1,0,0,0,0,1,0,0,State-Texas,Married,Graduate,
1902,172354,0,0,27,0,0,1,0,0,0,1,0,0,State-Florida,Single,Graduate,
2928,172335,0,0,44,0,0,0,1,0,0,0,0,1,State-Florida,Together,PhD,
3100,172309,0,0,44,0,0,1,0,0,0,0,1,0,State-Other,Single,Master,
1605,172298,0,0,71,0,0,0,0,1,0,1,0,0,State-Texas,Widowed,Graduate,
2792,172282,0,0,69,0,0,1,0,0,0,1,0,0,State-New York,Single,Graduate,
1760,172258,0,1,49,0,0,1,0,0,0,1,0,0,State-New York,Single,Graduate,
2039,172228,0,0,68,0,0,1,0,0,0,1,0,0,State-California,Single,Graduate,
3087,172217,0,0,58,0,0,1,0,0,0,0,1,0,State-Texas,Single,Master,
1704,172190,0,0,55,0,1,0,0,0,0,1,0,0,State-Florida,Married,Graduate,
2827,172159,0,0,42,0,1,0,0,0,0,0,0,1,State-Illinois,Married,PhD,
2738,172117,0,1,43,0,1,0,0,0,0,1,0,0,State-New York,Married,Graduate,
1337,172099,0,0,46,0,1,0,0,0,0,1,0,0,State-California,Married,Graduate,
2789,172071,0,1,66,1,0,0,0,0,0,1,0,0,State-California,Divorced,Graduate,
3134,172071,0,1,66,1,0,0,0,0,0,1,0,0,State-New York,Divorced,Graduate,
2634,172066,0,0,39,0,0,1,0,0,0,1,0,0,State-Florida,Single,Graduate,
1751,172063,0,1,41,0,1,0,0,0,0,1,0,0,State-California,Married,Graduate,
1716,172025,0,0,71,0,1,0,0,0,0,1,0,0,State-Florida,Married,Graduate,
1352,172025,0,0,58,0,0,0,1,0,0,1,0,0,State-New York,Together,Graduate,
2514,171969,0,1,49,0,1,0,0,0,0,0,0,1,State-Florida,Married,PhD,
3141,171965,0,1,69,0,1,0,0,0,0,1,0,0,State-Texas,Married,Graduate,
2985,171964,0,0,62,1,0,0,0,0,0,1,0,0,State-Texas,Divorced,Graduate,
1335,171952,1,0,34,0,1,0,0,0,0,1,0,0,State-Texas,Married,Graduate,
1686,171952,1,0,34,0,1,0,0,0,0,1,0,0,State-Florida,Married,Graduate,
3044,171866,0,1,64,0,1,0,0,0,0,1,0,0,State-New York,Married,Graduate,
2582,171855,0,1,43,0,1,0,0,0,0,1,0,0,State-New York,Married,Graduate,
2316,171853,0,0,38,0,0,0,1,0,0,1,0,0,State-Florida,Together,Graduate,
2742,171853,0,0,38,0,0,0,1,0,0,1,0,0,State-Florida,Together,Graduate,
2259,171847,0,0,42,1,0,0,0,0,0,1,0,0,State-Texas,Divorced,Graduate,
2096,171819,0,1,49,0,0,0,1,0,0,1,0,0,State-New York,Together,Graduate,
1917,171796,0,0,49,0,0,0,1,0,0,1,0,0,State-Texas,Together,Graduate,
2474,171706,0,1,61,0,0,0,1,0,0,1,0,0,State-New York,Together,Graduate,
2070,171691,0,0,62,0,0,1,0,0,0,0,0,1,State-Florida,Single,PhD,
2936,171670,0,0,58,0,0,0,0,1,0,0,0,1,State-New York,Widowed,PhD,
2284,171626,0,0,41,0,1,0,0,0,0,1,0,0,State-Other,Married,Graduate,
1003,171613,0,0,55,0,0,0,1,0,0,1,0,0,State-Illinois,Together,Graduate,
2309,171604,0,0,75,0,0,0,1,0,0,0,0,1,State-California,Together,PhD,
1546,171499,0,1,49,0,0,0,1,0,0,0,1,0,State-Other,Together,Master,
1117,171488,0,0,55,0,0,0,1,0,0,0,0,0,State-Illinois,Together,Unknown,
1761,171466,0,0,46,0,0,1,0,0,0,0,0,1,State-Texas,Single,PhD,
2312,171434,0,1,58,0,1,0,0,0,0,1,0,0,State-New York,Married,Graduate,
1682,171427,2,0,42,0,1,0,0,0,0,1,0,0,State-New York,Married,Graduate,
1816,171391,0,1,64,0,1,0,0,0,0,1,0,0,State-Other,Married,Graduate,
1502,171367,0,0,61,0,0,0,1,0,0,1,0,0,State-New York,Together,Graduate,
2073,171367,0,0,61,0,0,0,1,0,0,1,0,0,State-Texas,Together,Graduate,
2999,171322,0,1,55,0,1,0,0,0,0,0,0,1,State-California,Married,PhD,
3061,171322,0,1,44,0,0,0,1,0,0,1,0,0,State-Illinois,Together,Graduate,
2758,171232,0,1,61,0,0,0,1,0,0,1,0,0,State-Other,Together,Graduate,
1728,171163,0,0,25,0,0,1,0,0,0,1,0,0,State-Florida,Single,Graduate,
3031,171128,1,0,47,1,0,0,0,0,0,1,0,0,State-Illinois,Divorced,Graduate,
1334,171113,0,1,63,0,1,0,0,0,0,1,0,0,State-New York,Married,Graduate,
2704,171107,0,1,69,0,1,0,0,0,0,1,0,0,State-Other,Married,Graduate,
1683,171022,0,1,42,1,0,0,0,0,0,1,0,0,State-Texas,Divorced,Graduate,
1610,170971,0,1,60,0,0,0,1,0,0,1,0,0,State-New York,Together,Graduate,
1202,170951,0,0,35,0,1,0,0,0,0,1,0,0,State-New York,Married,Graduate,
2896,170932,0,1,48,0,1,0,0,0,0,0,0,0,State-Other,Married,Unknown,
1997,170924,0,0,55,0,1,0,0,0,0,0,0,0,State-California,Married,Unknown,
2031,170924,0,0,55,0,1,0,0,0,0,0,0,0,State-Texas,Married,Unknown,
1299,170893,0,0,44,0,0,1,0,0,0,0,1,0,State-Texas,Single,Master,
2838,170886,1,0,49,0,1,0,0,0,0,1,0,0,State-Florida,Married,Graduate,
2410,170844,1,1,53,1,0,0,0,0,0,1,0,0,State-Other,Divorced,Graduate,
1437,170829,1,1,40,0,1,0,0,0,0,0,0,0,State-Texas,Married,Unknown,
2920,170792,0,0,69,0,0,0,0,1,0,1,0,0,State-Other,Widowed,Graduate,
1378,170777,0,1,52,0,1,0,0,0,0,0,1,0,State-Other,Married,Master,
2052,170713,0,1,54,0,0,0,1,0,0,1,0,0,State-Florida,Together,Graduate,
1060,170666,0,0,72,0,0,0,1,0,0,1,0,0,State-Other,Together,Graduate,
1941,170647,0,1,53,1,0,0,0,0,0,1,0,0,State-Texas,Divorced,Graduate,
2855,170643,0,0,36,0,1,0,0,0,0,0,0,1,State-California,Married,PhD,
2578,170638,0,0,65,1,0,0,0,0,0,0,1,0,State-Other,Divorced,Master,
2902,170617,0,0,50,0,1,0,0,0,0,1,0,0,State-Other,Married,Graduate,
2036,170596,0,0,35,0,0,1,0,0,0,1,0,0,State-New York,Single,Graduate,
2747,170596,0,0,35,0,0,1,0,0,0,1,0,0,State-California,Single,Graduate,
2101,170566,0,1,52,0,0,1,0,0,0,1,0,0,State-Illinois,Single,Graduate,
1718,170545,0,1,68,0,0,0,1,0,0,0,1,0,State-New York,Together,Master,
2331,170515,0,0,27,0,0,1,0,0,0,1,0,0,State-Texas,Single,Graduate,
1507,170503,0,0,67,0,1,0,0,0,0,1,0,0,State-Illinois,Married,Graduate,
2655,170440,0,0,42,0,0,0,1,0,0,1,0,0,State-Texas,Together,Graduate,
1777,170421,0,1,66,0,1,0,0,0,0,0,0,1,State-Illinois,Married,PhD,
2461,170379,0,1,44,0,0,1,0,0,0,0,1,0,State-Illinois,Single,Master,
1151,170356,0,0,75,0,1,0,0,0,0,0,0,1,State-California,Married,PhD,
1659,170337,0,0,41,0,0,1,0,0,0,1,0,0,State-Texas,Single,Graduate,
2718,170321,0,0,73,0,0,0,1,0,0,1,0,0,State-Florida,Together,Graduate,
2854,170300,1,0,45,1,0,0,0,0,0,1,0,0,State-Other,Divorced,Graduate,
1053,170287,0,0,54,1,0,0,0,0,0,1,0,0,State-Texas,Divorced,Graduate,
2535,170179,0,1,44,1,0,0,0,0,0,0,0,1,State-Texas,Divorced,PhD,
3032,170179,0,1,44,1,0,0,0,0,0,0,0,1,State-New York,Divorced,PhD,
1445,170165,0,0,71,0,0,0,0,1,0,1,0,0,State-California,Widowed,Graduate,
1851,170123,0,0,37,0,0,0,1,0,0,0,0,1,State-Texas,Together,PhD,
2833,170116,0,0,48,0,1,0,0,0,0,0,0,1,State-Illinois,Married,PhD,
2178,170091,1,0,51,0,1,0,0,0,0,0,1,0,State-Florida,Married,Master,
2935,170053,0,1,55,0,1,0,0,0,0,0,1,0,State-Illinois,Married,Master,
2710,170044,0,1,66,1,0,0,0,0,0,1,0,0,State-Other,Divorced,Graduate,
2424,170038,0,0,38,0,0,0,1,0,0,0,0,1,State-Florida,Together,PhD,
3035,170038,0,0,38,0,0,0,1,0,0,0,0,1,State-California,Together,PhD,
2231,169969,0,0,55,0,1,0,0,0,0,0,0,1,State-California,Married,PhD,
2846,169932,0,1,56,1,0,0,0,0,0,1,0,0,State-New York,Divorced,Graduate,
2497,169930,0,0,49,0,0,0,1,0,0,1,0,0,State-Illinois,Together,Graduate,
2723,169901,0,1,51,1,0,0,0,0,0,1,0,0,State-California,Divorced,Graduate,
1576,169882,0,0,55,0,0,1,0,0,0,0,1,0,State-Other,Single,Master,
1265,169867,0,0,34,0,0,1,0,0,0,0,0,1,State-California,Single,PhD,
3086,169805,0,1,68,0,0,0,1,0,0,0,0,1,State-New York,Together,PhD,
1336,169759,0,0,54,0,0,1,0,0,0,0,0,1,State-Other,Single,PhD,
2613,169755,0,0,75,0,1,0,0,0,0,1,0,0,State-Texas,Married,Graduate,
2869,169719,0,0,46,0,0,1,0,0,0,1,0,0,State-Illinois,Single,Graduate,
2853,169702,0,1,69,0,0,0,1,0,0,0,0,1,State-Texas,Together,PhD,
1248,169674,0,2,52,1,0,0,0,0,0,0,0,1,State-Florida,Divorced,PhD,
1184,169661,0,0,40,0,1,0,0,0,0,0,1,0,State-New York,Married,Master,
2335,169627,0,1,58,0,0,1,0,0,0,1,0,0,State-Illinois,Single,Graduate,
3220,169534,1,1,0,0,1,0,0,0,0,0,0,1,State-Other,Married,PhD,
3047,169520,0,0,37,0,1,0,0,0,0,1,0,0,State-California,Married,Graduate,
1207,169508,1,0,40,0,0,0,1,0,0,1,0,0,State-Illinois,Together,Graduate,
1670,169476,0,0,51,0,0,0,1,0,0,0,0,1,State-New York,Together,PhD,
2425,169401,0,1,47,0,0,0,1,0,0,0,0,0,State-Illinois,Together,Unknown,
2386,169389,0,1,43,0,1,0,0,0,0,0,0,1,State-Other,Married,PhD,
1145,169372,0,0,71,0,0,0,1,0,0,1,0,0,State-California,Together,Graduate,
2508,169283,0,1,45,0,1,0,0,0,0,0,0,1,State-Florida,Married,PhD,
1257,169267,0,0,67,0,0,1,0,0,0,1,0,0,State-Texas,Single,Graduate,
3138,169263,0,1,55,0,0,1,0,0,0,1,0,0,State-Florida,Single,Graduate,
3204,169245,0,1,64,0,0,0,1,0,0,0,1,0,State-Florida,Together,Master,
3119,169209,0,0,48,0,1,0,0,0,0,1,0,0,State-California,Married,Graduate,
1188,169142,0,1,68,1,0,0,0,0,0,1,0,0,State-Florida,Divorced,Graduate,
2333,169139,0,1,55,0,1,0,0,0,0,1,0,0,State-California,Married,Graduate,
2594,169139,0,1,55,0,1,0,0,0,0,1,0,0,State-New York,Married,Graduate,
2334,169109,0,0,38,0,1,0,0,0,0,1,0,0,State-Florida,Married,Graduate,
2839,169109,0,0,38,0,1,0,0,0,0,1,0,0,State-Illinois,Married,Graduate,
2033,169098,0,0,71,0,1,0,0,0,0,0,0,1,State-California,Married,PhD,
1064,169096,0,1,62,0,0,0,1,0,0,1,0,0,State-New York,Together,Graduate,
1613,169084,1,0,50,0,1,0,0,0,0,0,0,1,State-California,Married,PhD,
2643,169084,1,0,50,0,1,0,0,0,0,0,0,1,State-Texas,Married,PhD,
2835,169063,0,1,54,0,1,0,0,0,0,0,0,1,State-Texas,Married,PhD,
2649,169016,0,1,50,0,1,0,0,0,0,1,0,0,State-Texas,Married,Graduate,
2983,168805,0,1,61,1,0,0,0,0,0,0,0,1,State-Illinois,Divorced,PhD,
1663,168743,0,0,53,1,0,0,0,0,0,1,0,0,State-Illinois,Divorced,Graduate,
2013,168695,0,0,51,0,0,0,1,0,0,1,0,0,State-Texas,Together,Graduate,
2431,168695,0,0,51,0,0,0,1,0,0,1,0,0,State-Illinois,Together,Graduate,
1379,168682,0,0,29,0,0,0,1,0,0,0,0,1,State-California,Together,PhD,
2199,168682,0,0,29,0,0,0,1,0,0,0,0,1,State-Texas,Together,PhD,
1033,168657,0,0,74,0,1,0,0,0,0,0,1,0,State-Illinois,Married,Master,
1324,168655,0,0,32,0,0,1,0,0,0,1,0,0,State-Other,Single,Graduate,
2586,168655,0,0,32,0,0,1,0,0,0,1,0,0,State-Florida,Single,Graduate,
1285,168627,0,0,38,0,0,1,0,0,0,1,0,0,State-Illinois,Single,Graduate,
2475,168487,0,0,32,0,1,0,0,0,0,1,0,0,State-Texas,Married,Graduate,
3053,168487,0,0,32,0,1,0,0,0,0,1,0,0,State-California,Married,Graduate,
1341,168462,0,0,51,0,1,0,0,0,0,0,0,1,State-Texas,Married,PhD,
3219,168423,0,1,-64,0,0,0,1,0,0,0,1,0,State-Texas,Together,Master,
1910,168397,0,1,44,0,1,0,0,0,0,0,0,1,State-New York,Married,PhD,
1133,168352,0,1,46,0,0,1,0,0,0,0,0,1,State-California,Single,PhD,
2010,168316,0,1,56,0,0,0,1,0,0,0,0,0,State-Florida,Together,Unknown,
2989,168281,0,0,62,0,0,1,0,0,0,1,0,0,State-Illinois,Single,Graduate,
1928,168274,1,1,41,1,0,0,0,0,0,1,0,0,State-New York,Divorced,Graduate,
2818,168148,0,0,63,0,0,0,1,0,0,0,1,0,State-Other,Together,Master,
2132,168142,0,1,56,0,0,0,1,0,0,1,0,0,State-New York,Together,Graduate,
1103,168126,0,0,29,0,0,1,0,0,0,0,0,1,State-California,Single,PhD,
1662,168118,0,1,57,1,0,0,0,0,0,1,0,0,State-Florida,Divorced,Graduate,
2235,168118,0,1,57,1,0,0,0,0,0,1,0,0,State-Texas,Divorced,Graduate,
3005,168117,0,1,73,0,0,0,0,1,0,0,0,1,State-California,Widowed,PhD,
1870,168092,0,0,42,0,0,1,0,0,0,0,1,0,State-Other,Single,Master,
1482,167911,0,1,71,0,0,0,1,0,0,0,0,1,State-Florida,Together,PhD,
3070,167911,0,1,71,0,0,0,1,0,0,0,0,1,State-Other,Together,PhD,
1930,167893,0,1,45,1,0,0,0,0,0,0,0,0,State-Other,Divorced,Unknown,
2513,167786,0,0,61,0,0,0,0,1,0,0,0,1,State-California,Widowed,PhD,
3153,167716,0,1,60,0,1,0,0,0,0,1,0,0,State-Texas,Married,Graduate,
1059,167680,0,1,69,0,0,0,0,1,0,0,0,1,State-Texas,Widowed,PhD,
2040,167605,0,0,33,0,0,0,1,0,0,1,0,0,State-Florida,Together,Graduate,
1235,167546,0,0,32,0,1,0,0,0,0,0,0,1,State-California,Married,PhD,
2865,167546,0,0,32,0,1,0,0,0,0,0,0,1,State-Texas,Married,PhD,
1918,167536,0,1,50,0,1,0,0,0,0,0,0,1,State-Other,Married,PhD,
2974,167506,0,1,40,0,0,1,0,0,0,0,0,0,State-Other,Single,Unknown,
2906,167472,0,1,73,0,1,0,0,0,0,0,0,1,State-New York,Married,PhD,
1635,167445,0,1,46,0,1,0,0,0,0,1,0,0,State-Texas,Married,Graduate,
2530,167445,0,1,46,0,1,0,0,0,0,1,0,0,State-Other,Married,Graduate,
3037,167445,0,1,46,0,1,0,0,0,0,1,0,0,State-Illinois,Married,Graduate,
2232,167433,0,2,68,0,1,0,0,0,0,1,0,0,State-Florida,Married,Graduate,
1717,167432,0,1,47,0,1,0,0,0,0,1,0,0,State-Illinois,Married,Graduate,
1748,167430,0,0,33,0,0,0,1,0,0,1,0,0,State-New York,Together,Graduate,
2445,167419,0,1,50,0,0,0,1,0,0,1,0,0,State-Texas,Together,Graduate,
2886,167384,0,1,50,0,0,1,0,0,0,1,0,0,State-Florida,Single,Graduate,
2111,167381,0,1,69,0,1,0,0,0,0,0,1,0,State-California,Married,Master,
2172,167369,0,1,51,0,0,0,0,1,0,0,1,0,State-Florida,Widowed,Master,
1035,167353,0,1,50,0,1,0,0,0,0,0,0,1,State-Texas,Married,PhD,
3218,167312,0,0,1,1,0,0,0,0,0,1,0,0,State-New York,Divorced,Graduate,
1416,167309,1,1,53,0,0,0,1,0,0,0,0,0,State-Florida,Together,Unknown,
1420,167272,0,1,54,1,0,0,0,0,0,1,0,0,State-Other,Divorced,Graduate,
2349,167267,0,1,62,0,1,0,0,0,0,1,0,0,State-Texas,Married,Graduate,
3006,167225,0,1,65,0,1,0,0,0,0,1,0,0,State-Florida,Married,Graduate,
2740,167131,0,1,64,0,1,0,0,0,0,1,0,0,State-Other,Married,Graduate,
2383,167087,0,1,67,0,1,0,0,0,0,0,1,0,State-Illinois,Married,Master,
3038,167046,0,1,69,0,0,0,0,1,0,1,0,0,State-New York,Widowed,Graduate,
2050,167023,0,0,42,0,1,0,0,0,0,1,0,0,State-Other,Married,Graduate,
1066,166991,0,0,66,0,1,0,0,0,0,0,1,0,State-Other,Married,Master,
1180,166973,0,0,31,0,0,0,1,0,0,0,0,1,State-Other,Together,PhD,
1157,166951,0,0,32,0,0,1,0,0,0,1,0,0,State-California,Single,Graduate,
1632,166886,0,1,62,0,0,0,1,0,0,1,0,0,State-Florida,Together,Graduate,
1171,166835,0,0,74,0,1,0,0,0,0,0,1,0,State-Illinois,Married,Master,
2722,166835,0,0,74,0,1,0,0,0,0,0,1,0,State-Other,Married,Master,
1883,166825,0,0,53,0,0,0,1,0,0,1,0,0,State-California,Together,Graduate,
1654,166731,0,1,50,0,0,0,0,1,0,1,0,0,State-Other,Widowed,Graduate,
2154,166726,1,1,63,0,1,0,0,0,0,0,1,0,State-Florida,Married,Master,
1443,166664,0,0,38,0,0,0,1,0,0,0,0,0,State-Texas,Together,Unknown,
2598,166664,0,0,38,0,0,0,1,0,0,0,0,0,State-Florida,Together,Unknown,
1057,166653,1,1,45,0,0,0,1,0,0,1,0,0,State-Illinois,Together,Graduate,
2185,166636,0,0,63,0,0,0,1,0,0,0,1,0,State-Illinois,Together,Master,
1449,166582,0,0,51,0,0,1,0,0,0,0,0,1,State-Texas,Single,PhD,
1550,166565,0,1,58,0,0,1,0,0,0,1,0,0,State-New York,Single,Graduate,
1303,166503,1,0,35,0,0,1,0,0,0,1,0,0,State-Illinois,Single,Graduate,
2090,166480,1,1,55,0,1,0,0,0,0,1,0,0,State-New York,Married,Graduate,
3084,166476,0,1,51,0,0,0,1,0,0,0,1,0,State-Florida,Together,Master,
1667,166476,0,1,44,1,0,0,0,0,0,0,0,1,State-California,Divorced,PhD,
1396,166465,0,1,65,0,1,0,0,0,0,0,0,1,State-Other,Married,PhD,
1362,166426,0,1,59,0,0,0,1,0,0,0,0,1,State-Florida,Together,PhD,
1689,166375,0,1,72,0,0,0,1,0,0,0,0,1,State-Texas,Together,PhD,
1051,166373,1,1,42,0,1,0,0,0,0,1,0,0,State-Illinois,Married,Graduate,
1713,166373,1,1,42,0,1,0,0,0,0,1,0,0,State-Texas,Married,Graduate,
1317,166334,0,1,64,0,1,0,0,0,0,0,0,1,State-Texas,Married,PhD,
1262,166313,0,1,57,0,0,0,1,0,0,0,0,1,State-New York,Together,PhD,
2256,166303,0,1,49,0,1,0,0,0,0,1,0,0,State-Florida,Married,Graduate,
2061,166294,0,0,55,0,0,1,0,0,0,1,0,0,State-Texas,Single,Graduate,
3217,166201,2,1,74,0,0,0,1,0,0,0,0,1,State-Illinois,Together,PhD,
2524,166033,0,1,63,0,0,0,0,1,0,1,0,0,State-Other,Widowed,Graduate,
2224,166000,0,0,73,0,0,0,1,0,0,0,1,0,State-Other,Together,Master,
1438,165991,0,1,44,0,1,0,0,0,0,1,0,0,State-Other,Married,Graduate,
1796,165968,0,1,50,0,0,0,1,0,0,0,0,1,State-New York,Together,PhD,
